EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,TCE_municipal,Atipicidad
8,CHIHUAHUA,66,URUACHI,10,4527.0,2.4906621740087656,0.9460173382604119,0.2395947426067908,0.07294092835183792,0.0849491988094082,0.9674713377739214,9.12348662967864,-2.21532006369558,-2.8080096338481257,4.05767694668194,-0.08887875599827204,-0.12357109517560284,-0.8287730472185543,G4,Atípica en ICE principal
20,OAXACA,329,SAN PEDRO TIDAA,0,649.0,148.05627386916083,0.969378090762532,0.275049115913556,0.07715658403748589,0.08083083458482006,0.8034355385892199,8.288179805256577,-1.2999350109939187,-2.1063064570560037,1.5564125492041263,3.043908986254212,-0.2423021466889865,-1.8811714886254456,G4,Atípica en ICE principal
20,OAXACA,216,SAN JUAN TABAA,0,831.0,1138.0404891004407,0.9359017392939138,0.18376068376068372,0.0652571465186389,0.07297856756600672,0.9015135624391374,8.148384552136925,-2.7903932072542545,-4.4486027759404925,4.525223177480856,-1.7644658174058,-0.03685591870210042,-0.12573739182839586,G4,Atípica en ICE principal
14,JALISCO,63,MEZQUITIC,6,13993.0,13.184356303186322,0.9731963731804464,0.19782571477486727,0.05985667187392672,0.07113305524112055,0.9900740450572226,6.035037720839994,-0.8112464129705924,-0.9777169944156544,1.1686034188268062,1.6926968253785877,-0.07720408170766224,-0.6944761002497047,G4,Atípica en ICE principal
8,CHIHUAHUA,9,BOCOYNA,11,20100.0,10.127167311794704,0.9649635941090252,0.1696927374301676,0.05294836241563152,0.062060483718163015,0.9841605603119268,5.577355312215623,-1.1544294401388135,-1.1802275773096078,2.1900705299167567,0.2712183499648317,-0.016991134986961757,-0.4161779062513661,G4,Atípica en ICE principal
19,NUEVO LEON,10,CARMEN,1,28495.0,2675.641051642275,0.9819182778419394,0.2018642709519592,0.05965584595907386,0.07124600965955895,0.9965696775831744,5.5248377983935475,0.5338035978885056,-1.4081969167884698,-0.04745817510303112,2.3761173590989726,-0.8757704757912285,-0.8662705273440265,G4,Atípica en ICE principal
31,YUCATAN,45,KOPOMA,1,1983.0,984.759958180229,0.9766569236281052,0.19027611044417767,0.05750287656901482,0.06162246412047059,0.9573631268841044,5.47689391577776,-0.5267962497242347,-1.2993809633469164,0.5113922105321408,1.8381663331138496,-0.3449850809199839,-0.7580002075010653,G4,Atípica en ICE principal
26,SONORA,28,NACORI CHICO,2,1400.0,0.7064902114575751,0.9636287155958679,0.1695906432748538,0.050943650593565336,0.053307835073964666,0.9486578267881732,5.474518082684172,-1.5339166492166287,-1.7609661236835017,1.7704671063216582,0.03820105243848938,0.2334230411372529,-0.5506153254586267,G4,Atípica en ICE principal
20,OAXACA,212,SAN JUAN PETLAPA,1,1833.0,21.270365696022374,0.9517429859185028,0.1342821782178218,0.04792692725071049,0.05210781932282597,0.9369913713315488,5.369622095345461,-2.272973171155959,-2.671964644759968,2.908095050352385,-1.457825032520324,0.41549488833753795,0.08426623950041097,G4,Atípica en ICE principal
8,CHIHUAHUA,41,MAGUARICHI,4,1179.0,1.7148706181048043,0.952501200540676,0.12607449856733524,0.05019565378122036,0.05535259159671917,0.8925341268776819,5.242650902364638,-2.300748874585594,-2.596467829344733,3.1657627551427656,-1.129508836813439,0.2289667367841125,0.2272032601210309,G4,Atípica en ICE principal
